Question,Answer,Comment,Instruction,Render as
"諮,||シ||","consult with","Kunyomi: はかる = consult with",Guess the meaning of the Onyomi reading,Text
"謀,||ボウ,ム||","plan, devise, scheme, counsel with, have in mind, aim at, deceive, impose on","Kunyomi: はかる = plan, devise, scheme, counsel with, have in mind, aim at, deceive, impose on",Guess the meaning of the Onyomi reading,Text
"掃,||ソウ||","sweep, brush, gather up","Kunyomi: はく = sweep, brush, gather up",Guess the meaning of the Onyomi reading,Text
"励,||レイ||","be diligent","Kunyomi: はげむ,はげます = be diligent,encourage, inspire, raise (the voice)",Guess the meaning of the Onyomi reading,Text
"辱,||ジョク||","humiliate, put to shame, disgrace, insult, rape, assault","Kunyomi: はずかしめる = humiliate, put to shame, disgrace, insult, rape, assault",Guess the meaning of the Onyomi reading,Text
"裸,||ラ||","naked body, nude, uncovered, only partially clothed, undressed, without investing, leafless, unpreparedness (for a wedding), unsaddled, denuded, bare","Kunyomi: はだか = naked body, nude, uncovered, only partially clothed, undressed, without investing, leafless, unpreparedness (for a wedding), unsaddled, denuded, bare",Guess the meaning of the Onyomi reading,Text
"華,||カ,ケ||","flower, petal, shining, luster, China","Kunyomi: はな = flower",Guess the meaning of the Onyomi reading,Text
"阻,||ソ||","separate from, prevent, stop","Kunyomi: はばむ = obstruct, prevent, impede, deter, hinder, thwart, resist, frustrate",Guess the meaning of the Onyomi reading,Text
"控,||コウ||","draw in, hold back, suspend (judgment), refrain from, be moderate, write, make notes, wait, have, moderate (a report)","Kunyomi: ひかえる = memo, duplicate, waiting, prop, reserve",Guess the meaning of the Onyomi reading,Text
"潜,||セン||","conceal, hide, lower (the voice)","Kunyomi: ひそむ,もぐる = lurk, lie dormant, be hidden,dive, get into, crawl into",Guess the meaning of the Onyomi reading,Text
"翻,||ホン||","turn over, wave, flutter","Kunyomi: ひるがえる,ひるがえす = turn over, wave, flutter,change (one's mind), turn, reverse, wave, dodge",Guess the meaning of the Onyomi reading,Text
"膨,||ボウ||","get fat, get thick, swell","Kunyomi: ふくらむ,ふくれる = swell",Guess the meaning of the Onyomi reading,Text
"袋,||タイ||","bag, bag counter","Kunyomi: ふくろ = bag, sack, pouch",Guess the meaning of the Onyomi reading,Text
"房,||ボウ||","house, room, tassel","Kunyomi: ふさ = tuft, tassel, fringe, lock (of hair), cluster, bunch, segment (of an orange)",Guess the meaning of the Onyomi reading,Text
"伏,||フク||","bend down, bow down, lie prostrate","Kunyomi: ふせる,ふす = bend down, bow down, lie prostrate,turn over, lay face down, cover, lay (pipes), lay (an ambush), hide",Guess the meaning of the Onyomi reading,Text
"豚,||トン||","hog","Kunyomi: ぶた = pig, hog, swine",Guess the meaning of the Onyomi reading,Text
"隔,||カク||","distance, every other, alternate","Kunyomi: へだてる,へだたる = separate, interpose, screen, shield, estrange, be distant from, be separated from, become estranged",Guess the meaning of the Onyomi reading,Text
"穂,||スイ||","ear, head (of grain), crest (of waves)","Kunyomi: ほ = ear, head (of grain), crest (of waves)",Guess the meaning of the Onyomi reading,Text
"帆,||ハン||","sail","Kunyomi: ほ = sail",Guess the meaning of the Onyomi reading,Text
"葬,||ソウ||","bury, shelve","Kunyomi: ほうむる = bury, shelve",Guess the meaning of the Onyomi reading,Text
"施,||シ,セ||","give alms, conduct (educational work), carry out, administer (first aid), apply (bandages), perform (an operation)","Kunyomi: ほどこす = give alms, conduct (educational work), carry out, administer (first aid), apply (bandages), perform (an operation)",Guess the meaning of the Onyomi reading,Text
"炎,||エン||","inflammation","Kunyomi: ほのお = flame, blaze",Guess the meaning of the Onyomi reading,Text
"彫,||チョウ||","carving","Kunyomi: ほる = carve, engrave, sculpture, inscribe",Guess the meaning of the Onyomi reading,Text
"滅,||メツ||","be ruined, perish","Kunyomi: ほろびる,ほろぼす = be ruined, perish,ruin, destroy, overthrow",Guess the meaning of the Onyomi reading,Text
"紛,||フン||","be mistaken for, be confused with, go astray, be diverted from","Kunyomi: まぎれる,まぎらす,まぎらわす,まぎらわしい = be mistaken for, be confused with, go astray, be diverted from,divert, distract, beguile, evade, conceal,misleading, ambiguous",Guess the meaning of the Onyomi reading,Text
"免,||メン||","dismissal","Kunyomi: まぬかれる = escape from, be rescued from, avoid, evade, avert, elude, be exempted, be relieved from pain, get rid of",Guess the meaning of the Onyomi reading,Text
"幻,||ゲン||","vision, dream, illusion, apparition","Kunyomi: まぼろし = vision, dream, illusion, apparition",Guess the meaning of the Onyomi reading,Text
"陵,||リョウ||","imperial tomb","Kunyomi: みささぎ = imperial tomb",Guess the meaning of the Onyomi reading,Text
"婿,||セイ||","soninlaw","Kunyomi: むこ = soninlaw",Guess the meaning of the Onyomi reading,Text
"催,||サイ||","hold (a meeting), give (a dinner), feel, show signs of, develop symptoms of, feel (sick)","Kunyomi: もよおす = hold (a meeting), give (a dinner), feel, show signs of, develop symptoms of, feel (sick)",Guess the meaning of the Onyomi reading,Text
"漏,||ロウ||","leaking, water clock, time","Kunyomi: もる,もれる,もらす = leak, escape, shine through, find expression, be disclosed, be omitted, be excluded,spill, let leak, omit, miss, leave out, divulge, betray, give vent to, express, let go",Guess the meaning of the Onyomi reading,Text
"雇,||コ||","employ, hire","Kunyomi: やとう = employ, hire",Guess the meaning of the Onyomi reading,Text
"譲,||ジョウ||","turn over, hand over, transfer, convey, assign, deed, bequeath, give away, give up, sell, dispose of, yield to, be inferior to, defer, postpone","Kunyomi: ゆずる = turn over, hand over, transfer, convey, assign, deed, bequeath, give away, give up, sell, dispose of, yield to, be inferior to, defer, postpone",Guess the meaning of the Onyomi reading,Text
"緩,||カン||","loosen, lessen, relax, be unguarded, be moderate","Kunyomi: ゆるい,ゆるやか,ゆるむ,ゆるめる = loose, slack, lenient, generous, slow, easy (grade), gentle, slow (stream), loosen, lessen, relax, be unguarded, be moderate, unbend, unfasten, ease, slacken, mitigate",Guess the meaning of the Onyomi reading,Text
"揺,||ヨウ||","shake, sway, rock, roll, pitch, tremble, quake, flicker, vibrate, jolt","Kunyomi: ゆれる,ゆる,ゆらぐ,ゆるぐ,ゆする,ゆさぶる,ゆすぶる = shake, sway, rock, roll, pitch, tremble, quake, flicker, vibrate, jolt,swing, shake",Guess the meaning of the Onyomi reading,Text
"酔,||スイ||","get drunk, feel sick, be poisoned, be elated, be spellbound","Kunyomi: よう = get drunk, feel sick, be poisoned, be elated, be spellbound",Guess the meaning of the Onyomi reading,Text
"詠,||エイ||","poem, song, singing, composing","Kunyomi: よむ = recite, chant",Guess the meaning of the Onyomi reading,Text
"嫁,||カ||","marry (a man), be married to, blame","Kunyomi: よめ,とつぐ = marry off, get married, bride, young wife, daughterin law",Guess the meaning of the Onyomi reading,Text
"again, and, furthermore, on the other hand [**Kun**]","又,また","",Guess the romaji equivalent of the Kunyomi reading,Text
"current, torrent, rapids, shallows, shoal [**Kun**]","瀬,せ","",Guess the romaji equivalent of the Kunyomi reading,Text
"hang on, be suspended from, be caught, be trapped, be built, begin, arrive at, require, cost, play against, oppose, be splashed, weigh (a pound), be levied, (the instrument or tool) works, attack, fall on, is now showing at, consult, depend (on a son), hang, set up (a ladder), cover, construct, install, sit down, sprinkle, pour on, put on, ring up, weigh, multiply, levy, pay (in installments)","掛,かける,かかる,かかり","",Guess the romaji equivalent of the Kunyomi reading,Text
"princess, young lady of birth,little, pretty [**Kun**]","姫,ひめ","",Guess the romaji equivalent of the Kunyomi reading,Text
"sell at wholesale, grated (vegetables), wholesale [**Kun**]","卸,おろす,おろし","",Guess the romaji equivalent of the Kunyomi reading,Text
"waterfall, rapids, cascade [**Kun**]","滝,たき","",Guess the romaji equivalent of the Kunyomi reading,Text
"pity, have mercy on, sympathize with, grief, sorrow, misery, compassion, pathos [**Kun**]","哀,あわれ,あわれむ","Onyomi: アイ = pity, have mercy on, sympathize with",Guess the romaji equivalent of the Kunyomi reading,Text
"amuse oneself, make sport of, seduce, comfort, console, cheer [**Kun**]","慰,なぐさめる,なぐさむ","Onyomi: イ = amuse oneself, make sport of, seduce",Guess the romaji equivalent of the Kunyomi reading,Text
"recite, chant [**Kun**]","詠,よむ","Onyomi: エイ = poem, song, singing, composing",Guess the romaji equivalent of the Kunyomi reading,Text
"flame, blaze [**Kun**]","炎,ほのお","Onyomi: エン = inflammation",Guess the romaji equivalent of the Kunyomi reading,Text
"hit, beat, thrash [**Kun**]","殴,なぐる","Onyomi: オウ = hit, beat, thrash",Guess the romaji equivalent of the Kunyomi reading,Text
"calm, quiet, peace, moderation [**Kun**]","穏,おだやか","Onyomi: オン = calm, quiet, peace, moderation",Guess the romaji equivalent of the Kunyomi reading,Text
"build (a bridge), hang [**Kun**]","架,かける,かかる","Onyomi: カ = frame, mount, stand, support, hang up, shelf",Guess the romaji equivalent of the Kunyomi reading,Text
"marry off, get married, bride, young wife, daughterin law [**Kun**]","嫁,よめ,とつぐ","Onyomi: カ = marry (a man), be married to, blame",Guess the romaji equivalent of the Kunyomi reading,Text
"flower [**Kun**]","華,はな","Onyomi: カ,ケ = flower, petal, shining, luster, China",Guess the romaji equivalent of the Kunyomi reading,Text
"lump, chunk, clod, mass, clump, cluster, group, flock, bigotry, personification (of) [**Kun**]","塊,かたまり","Onyomi: カイ = lump, chunk, clod, mass, clot, ingot",Guess the romaji equivalent of the Kunyomi reading,Text
"doubt, be suspicious of, wonder at, undependable, mysterious, strange [**Kun**]","怪,あやしい,あやしむ","Onyomi: カイ = mystery, apparition",Guess the romaji equivalent of the Kunyomi reading,Text
"repend, regret,repent of, mourn for, condole with, vexing, regretable, mortifying [**Kun**]","悔,くいる,くやむ,くやしい","Onyomi: カイ = repend, regret",Guess the romaji equivalent of the Kunyomi reading,Text
"separate, interpose, screen, shield, estrange, be distant from, be separated from, become estranged [**Kun**]","隔,へだてる,へだたる","Onyomi: カク = distance, every other, alternate",Guess the romaji equivalent of the Kunyomi reading,Text
"peak, mountain [**Kun**]","岳,たけ","Onyomi: ガク = peak, mountain",Guess the romaji equivalent of the Kunyomi reading,Text
"slide, glide, skate, be slippery, slip, fail in exams, smooth [**Kun**]","滑,すべる,なめらか","Onyomi: カツ,コツ = slide, glide, skate, be slippery, slip, fail in exams",Guess the romaji equivalent of the Kunyomi reading,Text
"pierce, penetrate, perforate, shoot through, attain (one's object) [**Kun**]","貫,つらぬく","Onyomi: カン = 8.3/1 pounds",Guess the romaji equivalent of the Kunyomi reading,Text
"change, turn, convert, exchange, renew, substitute, replace, relieve [**Kun**]","換,かえる,かわる","Onyomi: カン = change, turn, convert, exchange, renew, substitute, replace",Guess the romaji equivalent of the Kunyomi reading,Text
"crown, diadem, a top character radical [**Kun**]","冠,かんむり","Onyomi: カン = crown, diadem, first, best, peerless",Guess the romaji equivalent of the Kunyomi reading,Text
"liver, pluck, courage, nerve [**Kun**]","肝,きも","Onyomi: カン = liver",Guess the romaji equivalent of the Kunyomi reading,Text
"loose, slack, lenient, generous, slow, easy (grade), gentle, slow (stream), loosen, lessen, relax, be unguarded, be moderate, unbend, unfasten, ease, slacken, mitigate [**Kun**]","緩,ゆるい,ゆるやか,ゆるむ,ゆるめる","Onyomi: カン = loosen, lessen, relax, be unguarded, be moderate",Guess the romaji equivalent of the Kunyomi reading,Text
"deceive, cheat, delude [**Kun**]","欺,あざむく","Onyomi: ギ = deceive, cheat, delude",Guess the romaji equivalent of the Kunyomi reading,Text
"abhor, have an aversion for, avoid, shun, taboo, abstain from, objectionable, abominable, offensive, ominous, unlucky [**Kun**]","忌,いむ,いまわしい","Onyomi: キ = mourning, death anniversary, something detestable",Guess the romaji equivalent of the Kunyomi reading,Text
"plan, plot, propose, design, intend, contemplate, attempt, undertake [**Kun**]","企,くわだてる","Onyomi: キ = plan, plot, propose, design, intend, contemplate, attempt, undertake",Guess the romaji equivalent of the Kunyomi reading,Text
"previously, already, long ago, on the point of, actually [**Kun**]","既,すでに","Onyomi: キ = previously, already, long ago, on the point of, actually",Guess the romaji equivalent of the Kunyomi reading,Text
"oppress, tyrannixe [**Kun**]","虐,しいたげる","Onyomi: ギャク = oppress, tyrannixe",Guess the romaji equivalent of the Kunyomi reading,Text
"feel stiff, get stiff, be absorbed in, be devoted to, be a fanatic, elaborate, concentrate, devote, apply, strain, rack [**Kun**]","凝,こる,こらす","Onyomi: ギョウ = freeze, congeal",Guess the romaji equivalent of the Kunyomi reading,Text
"threaten, coerce [**Kun**]","脅,おびやかす,おどす,おどかす","Onyomi: キョウ = threaten, coerce",Guess the romaji equivalent of the Kunyomi reading,Text
"foolish, stupid, dull [**Kun**]","愚,おろか","Onyomi: グ = folly, foolishness, absurdity, fool",Guess the romaji equivalent of the Kunyomi reading,Text
"carry (in the hand), be armed with, carry along, bring (someone) along, participate in, be concerned in [**Kun**]","携,たずさえる,たずさわる","Onyomi: ケイ = carry (in the hand), be armed with, carry along, bring (someone) along",Guess the romaji equivalent of the Kunyomi reading,Text
"chicken [**Kun**]","鶏,にわとり","Onyomi: ケイ = chicken",Guess the romaji equivalent of the Kunyomi reading,Text
"pledge, vow, swear, promise [**Kun**]","契,ちぎる","Onyomi: ケイ = pledge, vow, swear, promise",Guess the romaji equivalent of the Kunyomi reading,Text
"put up, hang out, hoist, display, publish, insert, describe, mention [**Kun**]","掲,かかげる","Onyomi: ケイ = put up, hang out, hoist, display, publish, insert, describe, mention",Guess the romaji equivalent of the Kunyomi reading,Text
"rest, relax, repose [**Kun**]","憩,いこい,いこう","Onyomi: ケイ = rest, relax, repose",Guess the romaji equivalent of the Kunyomi reading,Text
"whale [**Kun**]","鯨,くじら","Onyomi: ゲイ = whale",Guess the romaji equivalent of the Kunyomi reading,Text
"vision, dream, illusion, apparition [**Kun**]","幻,まぼろし","Onyomi: ゲン = vision, dream, illusion, apparition",Guess the romaji equivalent of the Kunyomi reading,Text
"wise, intelligent [**Kun**]","賢,かしこい","Onyomi: ケン = wisdom, cleverness",Guess the romaji equivalent of the Kunyomi reading,Text
"employ, hire [**Kun**]","雇,やとう","Onyomi: コ = employ, hire",Guess the romaji equivalent of the Kunyomi reading,Text
"look back, turn around, look back upon, review, examine oneself, take notice of [**Kun**]","顧,かえりみる","Onyomi: コ = look back, turn around, look back upon, review, examine oneself, take notice of",Guess the romaji equivalent of the Kunyomi reading,Text
"perceive, discern, realize, understand, comprehend, attain enlightenment, find one's philosophy [**Kun**]","悟,さとる","Onyomi: ゴ = perceive, discern, realize, understand, comprehend, attain enlightenment, find one's philosophy",Guess the romaji equivalent of the Kunyomi reading,Text
"be confused, lose one's head, be hurried, be hasty, busy, bustling, confused [**Kun**]","慌,あわてる,あわただしい","Onyomi: コウ = be confused, lose one's head, be hurried, be hasty",Guess the romaji equivalent of the Kunyomi reading,Text
"rope, cord, string, line, hawser, cable, morality [**Kun**]","綱,つな","Onyomi: コウ = class (in zoology)",Guess the romaji equivalent of the Kunyomi reading,Text
"memo, duplicate, waiting, prop, reserve [**Kun**]","控,ひかえる","Onyomi: コウ = draw in, hold back, suspend (judgment), refrain from, be moderate, write, make notes, wait, have, moderate (a report)",Guess the romaji equivalent of the Kunyomi reading,Text
"hard, solid, tough, rigid, tight, steady, firm, strict, safe, reliable, upright, chaste, constant, stiff, bookish, classical, stubborn [**Kun**]","硬,かたい","Onyomi: コウ = hard, solid, tough, rigid, tight, steady, firm, strict, safe, reliable, upright, chaste, constant, stiff, bookish, classical, stubborn",Guess the romaji equivalent of the Kunyomi reading,Text
"skill, ingenuity [**Kun**]","巧,たくみ","Onyomi: コウ = skilled",Guess the romaji equivalent of the Kunyomi reading,Text
"strangle, constrict, wring,squeeze, press, extract, milk, close tight, extort, scold [**Kun**]","絞,しぼる,しめる,しまる","Onyomi: コウ = strangle, constrict, wring",Guess the romaji equivalent of the Kunyomi reading,Text
"bear a grudge, show resentment, hateful, bitter [**Kun**]","恨,うらむ,うらめしい","Onyomi: コン = bear a grudge, show resentment",Guess the romaji equivalent of the Kunyomi reading,Text
"soul, spirit [**Kun**]","魂,たましい","Onyomi: コン = soul, spirit",Guess the romaji equivalent of the Kunyomi reading,Text
"hold (a meeting), give (a dinner), feel, show signs of, develop symptoms of, feel (sick) [**Kun**]","催,もよおす","Onyomi: サイ = hold (a meeting), give (a dinner), feel, show signs of, develop symptoms of, feel (sick)",Guess the romaji equivalent of the Kunyomi reading,Text
"plane, sharpen, whittle, pare, shave (leather), scrape off, cross out, reduce, curtail [**Kun**]","削,けずる","Onyomi: サク = plane, sharpen, whittle, pare, shave (leather), scrape off, cross out, reduce, curtail",Guess the romaji equivalent of the Kunyomi reading,Text
"wring, squeeze, press, extract, milk, close tight, extort, scold [**Kun**]","搾,しぼる","Onyomi: サク = wring, squeeze, press, extract, milk, close tight, extort, scold",Guess the romaji equivalent of the Kunyomi reading,Text
"take (pictures) [**Kun**]","撮,とる","Onyomi: サツ = pick, pinch, hold in the fingers, summarize",Guess the romaji equivalent of the Kunyomi reading,Text
"rub, chafe, strike (a match), frost (glass),wear, become sophisticated [**Kun**]","擦,する,すれる","Onyomi: サツ = rub, scour, scrub, scratch, scrape, brush",Guess the romaji equivalent of the Kunyomi reading,Text
"consult with [**Kun**]","諮,はかる","Onyomi: シ = consult with",Guess the romaji equivalent of the Kunyomi reading,Text
"love, be affectionate to, pity [**Kun**]","慈,いつくしむ","Onyomi: ジ = love, be affectionate to, pity",Guess the romaji equivalent of the Kunyomi reading,Text
"warrior, samurai [**Kun**]","侍,さむらい","Onyomi: ジ = wait upon, serve",Guess the romaji equivalent of the Kunyomi reading,Text
"give alms, conduct (educational work), carry out, administer (first aid), apply (bandages), perform (an operation) [**Kun**]","施,ほどこす","Onyomi: シ,セ = give alms, conduct (educational work), carry out, administer (first aid), apply (bandages), perform (an operation)",Guess the romaji equivalent of the Kunyomi reading,Text
"get damp, get moist, get wet,wet, moisten, dampen [**Kun**]","湿,しめる,しめす","Onyomi: シツ = dampness, moisture, itch",Guess the romaji equivalent of the Kunyomi reading,Text
"long life, congratulations [**Kun**]","寿,ことぶき","Onyomi: ジュ = age, one's natural life, longevity, congratulations",Guess the romaji equivalent of the Kunyomi reading,Text
"especially, exceptionally, above all [**Kun**]","殊,こと","Onyomi: シュ = especially, exceptionally, above all",Guess the romaji equivalent of the Kunyomi reading,Text
"be watered, profit by, receive benefits, become rich,moisten, water, irrigate, dip, enrich, profit,be dimmed, be clouded, get muddy, be wet [**Kun**]","潤,うるおう,うるおす,うるむ","Onyomi: ジュン = be watered, profit by, receive benefits, become rich",Guess the romaji equivalent of the Kunyomi reading,Text
"bell, gong, chimes, carillon [**Kun**]","鐘,かね","Onyomi: ショウ = bell, gong, chimes, carillon",Guess the romaji equivalent of the Kunyomi reading,Text
"burn, scorch, singe, char,pine for,yearn for, be deeply in love with, be scorched,be in a hurry, be hasty, be impatient, be overzealous [**Kun**]","焦,こげる,こがす,こがれる,あせる","Onyomi: ショウ = burn, scorch, singe, char",Guess the romaji equivalent of the Kunyomi reading,Text
"rise, ascend, go up, climb, go to (the capital), add up to, be promoted, advance (in price), sail up, come up (on the agenda) [**Kun**]","昇,のぼる","Onyomi: ショウ = rise, ascend, go up, climb, go to (the capital), add up to, be promoted, advance (in price), sail up, come up (on the agenda)",Guess the romaji equivalent of the Kunyomi reading,Text
"turn over, hand over, transfer, convey, assign, deed, bequeath, give away, give up, sell, dispose of, yield to, be inferior to, defer, postpone [**Kun**]","譲,ゆずる","Onyomi: ジョウ = turn over, hand over, transfer, convey, assign, deed, bequeath, give away, give up, sell, dispose of, yield to, be inferior to, defer, postpone",Guess the romaji equivalent of the Kunyomi reading,Text
"humiliate, put to shame, disgrace, insult, rape, assault [**Kun**]","辱,はずかしめる","Onyomi: ジョク = humiliate, put to shame, disgrace, insult, rape, assault",Guess the romaji equivalent of the Kunyomi reading,Text
"hot, acrid, sharp, salty, bitter, trying, harsh, severe [**Kun**]","辛,からい","Onyomi: シン = H, eighth",Guess the romaji equivalent of the Kunyomi reading,Text
"extend, lengthen, stretch, spread, be postponed, increase, grow, progress, develop, be straightened, be flattened, be smoothed, be exhausted,let (nails) grow, straighten, uncoil, spread out, reach out, postpone, dilute, smooth out, develop (talents), amass (riches),make (a bed), widen [**Kun**]","伸,のびる,のばす,のべる","Onyomi: シン = stretching",Guess the romaji equivalent of the Kunyomi reading,Text
"accomplish, attain, commit (suicide) [**Kun**]","遂,とげる","Onyomi: スイ = accomplish, attain, commit (suicide)",Guess the romaji equivalent of the Kunyomi reading,Text
"cook, boil [**Kun**]","炊,たく","Onyomi: スイ = cook, boil",Guess the romaji equivalent of the Kunyomi reading,Text
"decline, wane, weaken, abate, decay, wither, waste away [**Kun**]","衰,おとろえる","Onyomi: スイ = decline, wane, weaken, abate, decay, wither, waste away",Guess the romaji equivalent of the Kunyomi reading,Text
"ear, head (of grain), crest (of waves) [**Kun**]","穂,ほ","Onyomi: スイ = ear, head (of grain), crest (of waves)",Guess the romaji equivalent of the Kunyomi reading,Text
"get drunk, feel sick, be poisoned, be elated, be spellbound [**Kun**]","酔,よう","Onyomi: スイ = get drunk, feel sick, be poisoned, be elated, be spellbound",Guess the romaji equivalent of the Kunyomi reading,Text
"chic, style [**Kun**]","粋,いき","Onyomi: スイ = purity, essence, pith, cream, pick, elite, choice, elegance, fashion, taste, gracefulness, considerateness",Guess the romaji equivalent of the Kunyomi reading,Text
"soninlaw [**Kun**]","婿,むこ","Onyomi: セイ = soninlaw",Guess the romaji equivalent of the Kunyomi reading,Text
"ask, request, invite, pray for, beg, solicit,receive, accept, take, get, obtain, face, front of, inherit, catch the public's fancy [**Kun**]","請,こう,うける","Onyomi: セイ,シン = requesting, inviting",Guess the romaji equivalent of the Kunyomi reading,Text
"be sparing of, be frugal with, be stingy with, regret, value, prize, be reluctant,regrettable, pitiful, disappointing, precious, wasteful [**Kun**]","惜,おしい,おしむ","Onyomi: セキ = be sparing of, be frugal with, be stingy with, regret, value, prize, be reluctant",Guess the romaji equivalent of the Kunyomi reading,Text
"lurk, lie dormant, be hidden,dive, get into, crawl into [**Kun**]","潜,ひそむ,もぐる","Onyomi: セン = conceal, hide, lower (the voice)",Guess the romaji equivalent of the Kunyomi reading,Text
"repair, mend, darn, trim, tidy up, adjust [**Kun**]","繕,つくろう","Onyomi: ゼン = repair, mend, darn, trim, tidy up, adjust",Guess the romaji equivalent of the Kunyomi reading,Text
"foundation stone, cornerstone [**Kun**]","礎,いしずえ","Onyomi: ソ = foundation stone, cornerstone",Guess the romaji equivalent of the Kunyomi reading,Text
"rough, coarse, rugged, loose (fabric), large (meshes) [**Kun**]","粗,あらい","Onyomi: ソ = roughness, coarseness, not fine, neglect, careless",Guess the romaji equivalent of the Kunyomi reading,Text
"obstruct, prevent, impede, deter, hinder, thwart, resist, frustrate [**Kun**]","阻,はばむ","Onyomi: ソ = separate from, prevent, stop",Guess the romaji equivalent of the Kunyomi reading,Text
NULL,"双,ふた","Onyomi: ソウ = a pair, a set, comparison, counter for pairs",Guess the romaji equivalent of the Kunyomi reading,Text
"bury, shelve [**Kun**]","葬,ほうむる","Onyomi: ソウ = bury, shelve",Guess the romaji equivalent of the Kunyomi reading,Text
"hate, detest,hateful, abominable, poorlooking,horrible, provoking,hatred, enmity [**Kun**]","憎,にくむ,にくい,にくらしい,にくしみ","Onyomi: ゾウ = hate, detest",Guess the romaji equivalent of the Kunyomi reading,Text
"meet, interview [**Kun**]","遭,あう","Onyomi: ソウ = meet, interview",Guess the romaji equivalent of the Kunyomi reading,Text
"mulberry [**Kun**]","桑,くわ","Onyomi: ソウ = mulberry",Guess the romaji equivalent of the Kunyomi reading,Text
"sweep, brush, gather up [**Kun**]","掃,はく","Onyomi: ソウ = sweep, brush, gather up",Guess the romaji equivalent of the Kunyomi reading,Text
"urge, press, demand, stimulate, incite, quicken, invite (attention to) [**Kun**]","促,うながす","Onyomi: ソク = urge, press, demand, stimulate, incite, quicken, invite (attention to)",Guess the romaji equivalent of the Kunyomi reading,Text
"bag, sack, pouch [**Kun**]","袋,ふくろ","Onyomi: タイ = bag, bag counter",Guess the romaji equivalent of the Kunyomi reading,Text
"neglect, be off guard, be feeling better,be lazy, be idle [**Kun**]","怠,おこたる,なまける","Onyomi: タイ = laziness, neglect",Guess the romaji equivalent of the Kunyomi reading,Text
"stagnate, be delayed, be left undone, be overdue, fall into arrears [**Kun**]","滞,とどこおる","Onyomi: タイ = stopping",Guess the romaji equivalent of the Kunyomi reading,Text
"take by force, deprive of, disposess [**Kun**]","奪,うばう","Onyomi: ダツ = take by force, snatch away, oust, deprive of, disposess, plunder, usurp, absorb (attention), fascinate",Guess the romaji equivalent of the Kunyomi reading,Text
"forge, temper, drill, train, practice [**Kun**]","鍛,きたえる","Onyomi: タン = forge, temper, drill, train, practice",Guess the romaji equivalent of the Kunyomi reading,Text
"cast, mint, coin [**Kun**]","鋳,いる","Onyomi: チュウ = casting",Guess the romaji equivalent of the Kunyomi reading,Text
"hear, listen to, learn of, inquire, follow advice [**Kun**]","聴,きく","Onyomi: チョウ = careful inquiry",Guess the romaji equivalent of the Kunyomi reading,Text
"carve, engrave, sculpture, inscribe [**Kun**]","彫,ほる","Onyomi: チョウ = carving",Guess the romaji equivalent of the Kunyomi reading,Text
"cross, go beyond, exceed, clear (an obstacle), overstep (authority) [**Kun**]","超,こえる,こす","Onyomi: チョウ = super, ultra",Guess the romaji equivalent of the Kunyomi reading,Text
"get quiet, calm down, grow still, subside, die down, be suppressed,calm, pacify, soothe, alleviate, appease, suppress, quell [**Kun**]","鎮,しずめる,しずまる","Onyomi: チン = ancient garrisons for peacepreservation",Guess the romaji equivalent of the Kunyomi reading,Text
"tie, tighten, wring, constrict, strangle, shut, total, control strictly, rebuke,be shut, be locked, be fastened, be tight, be firm, become sober, reform, be thrifty [**Kun**]","締,しまる,しめる","Onyomi: テイ = tie, tighten, wring, constrict, strangle, shut, total, control strictly, rebuke",Guess the romaji equivalent of the Kunyomi reading,Text
"paint, plaster, daub, lacquer [**Kun**]","塗,ぬる","Onyomi: ト = paint, plaster, daub, lacquer",Guess the romaji equivalent of the Kunyomi reading,Text
"freeze, be frozen over, congeal,freeze, be chilled, be frozen [**Kun**]","凍,こおる,こごえる","Onyomi: トウ = freeze, be frozen over, congeal",Guess the romaji equivalent of the Kunyomi reading,Text
"pig, hog, swine [**Kun**]","豚,ぶた","Onyomi: トン = hog",Guess the romaji equivalent of the Kunyomi reading,Text
"be sticky, be glutinous, be greasy, persevere [**Kun**]","粘,ねばる","Onyomi: ネン = be sticky, be glutinous, be greasy, persevere",Guess the romaji equivalent of the Kunyomi reading,Text
"bind, tie, fasten, truss, fetter, restrain, chain, arrest, catch [**Kun**]","縛,しばる","Onyomi: バク = arrest, binding",Guess the romaji equivalent of the Kunyomi reading,Text
"sail [**Kun**]","帆,ほ","Onyomi: ハン = sail",Guess the romaji equivalent of the Kunyomi reading,Text
"accompany, bring with, be accompanied by, be involved in [**Kun**]","伴,ともなう","Onyomi: ハン,バン = accompany, bring with, be accompanied by, be involved in",Guess the romaji equivalent of the Kunyomi reading,Text
"humble, base, mean, vile, vulgar, greedy,despise [**Kun**]","卑,いやしい,いやしむ,いやしめる","Onyomi: ヒ = humble, base, mean, vile, vulgar, greedy",Guess the romaji equivalent of the Kunyomi reading,Text
"float (on the water) [**Kun**]","漂,ただよう","Onyomi: ヒョウ = float (on the water)",Guess the romaji equivalent of the Kunyomi reading,Text
"seedling, sapling, shoot [**Kun**]","苗,なえ,なわ","Onyomi: ビョウ = seedling, sapling, shoot",Guess the romaji equivalent of the Kunyomi reading,Text
"proceed to, get, become, tend toward [**Kun**]","赴,おもむく","Onyomi: フ = proceed to, get, become, tend toward",Guess the romaji equivalent of the Kunyomi reading,Text
